n_ID	s_NAME	s_TITLE	s_NPC_CHATS
8019	Pirate Lair		(เกาะแห่งนี้มีชื่อว่า <text>[52508019]</text>)
8020	Ice Island		(เกาะแห่งนี้มีชื่อว่า <text>[52508020]</text>)
8021	Turtle Island		(เกาะแห่งนี้มีชื่อว่า <text>[52508021]</text>)
8022	Dragon Turtle Island		(เกาะแห่งนี้มีชื่อว่า <text>[52508022]</text>)
8023	Guawa Island		(เกาะแห่งนี้มีชื่อว่า <text>[52508023]</text>)
8024	Merchant Ship		(<text style="79">[52508024]</text> กำลังเดินเรือบนมหาสมุทร)
8025	Merchant marine Trade Ship		(<text style="79">[52508025]</text> กำลังเดินเรือบนมหาสมุทร)
8026	Merchant marine Trade Ship		(<text style="79">[52508025]</text> กำลังเดินเรือบนมหาสมุทร)
8027	Merchant marine Trade Ship		(<text style="79">[52508025]</text> กำลังเดินเรือบนมหาสมุทร)
8028	Sea Monster Fish		
8029	Merchant marine Trade Ship		(<text style="79">[52508025]</text> กำลังเดินเรือบนมหาสมุทร)
8030	Merchant marine Trade Ship		(<text style="79">[52508025]</text> กำลังเดินเรือบนมหาสมุทร)
8031	Merchant marine Trade Ship		(<text style="79">[52508025]</text> กำลังเดินเรือบนมหาสมุทร)
8032	Spirit Trade Ship		(<text style="79">[52508032]</text> กำลังเดินเรือบนมหาสมุทร)
8033	Spirit Trade Ship		(<text style="79">[52508032]</text> กำลังเดินเรือบนมหาสมุทร)
8034	Spirit Trade Ship		(<text style="79">[52508032]</text> กำลังเดินเรือบนมหาสมุทร)
8035	Air Trade Ship		(<text style="79">[52508035]</text> กำลังเดินเรือบนเมฆมหาสมุทร)
8036	Air Trade Ship		(<text style="79">[52508035]</text> กำลังเดินเรือบนเมฆมหาสมุทร)
8037	Air Trade Ship		(<text style="79">[52508035]</text> กำลังเดินเรือบนเมฆมหาสมุทร)
8038	Air Trade Ship		(<text style="79">[52508035]</text> กำลังเดินเรือบนเมฆมหาสมุทร)
8039	Panic Strange Fish		
8040	Hunt King		(<text style="79">[52508040]</text> กำลังเดินเรือบนมหาสมุทร)
8041	Jellyfish King		
8042	Pirate Ship		
8043	Pirate Ship		
8044	Pirate Ship		
8045	Pirate Ship		
8046	Pirate Ship		
8047	Pirate Ship		
8048	Pirate Ship		
8049	Pirate Ship		
8050	Pirate Ship		
8051	Pirate Ship		
8052	Pirate Ship		
8053	Pirate Ship		
8054	Pirate Ship		
8055	Tornado		
8056	Tornado		
8057	Tornado		
8058	Tornado		
8059	Tornado		
8060	Tornado		
8061	Tornado		
8062	Tornado		
8063	Tornado		
8064	Tornado		
8065	Tornado		
8066	Tornado		
8067	Tornado		
8068	Tornado		
8069	Tornado		
8070	Tornado		
8071	Tornado		
8072	Tornado		
8073	Pirate Ship		
8074	Pirate Ship		
8075	Pirate Ship		
8076	Pirate Ship		
8077	Pirate Ship		
8078	Pirate Ship		
8079	Pirate Ship		
8080	Pirate Ship		
8081	Pirate Ship		
8082	Pirate Ship		
8083	Pirate Ship		
8084	Pirate Ship		
8085	Tornado		
8086	Tornado		
8087	Tornado		
8088	Tornado		
8089	Tornado		
8090	Pirate Ship		
8091	Pirate Ship		
8092	Pirate Ship		
8093	Pirate Ship		
8094	Pirate Ship		
8095	Tornado		
8096	Tornado		
8097	Tornado		
8098	Tornado		
8099	Tornado		
8100	Tornado		
8101	Tornado		
8102	Tornado		
8103	Tornado		
8104	Tornado		
8105	Tornado		
8106	Tornado		
8107	Tornado		
8108	Tornado		
8109	Tornado		
8110	Tornado		
8111	Pirate Ship		
8112	Pirate Ship		
8113	Pirate Ship		
8114	Pirate Ship		
8115	Pirate Ship		
8116	Pirate Ship		
8117	Pirate Ship		
8118	Pirate Ship		
8119	Pirate Ship		
8120	Pirate Ship		
8121	Pirate Ship		
8122	Pirate Ship		
8123	Tornado		
8124	Tornado		
8125	Tornado		
8126	Tornado		
8127	Tornado		
8128	Tornado		
8129	Tornado		
8130	Tornado		
8131	Tornado		
8132	Pirate Ship		
8133	Pirate Ship		
8134	Pirate Ship		
8135	Pirate Ship		
8136	Pirate Ship		
8137	Pirate Ship		
8138	Pirate Ship		
8139	Pirate Ship		
8140	Pirate Ship		
8141	Pirate Ship		
8142	Pirate Ship		
8143	Pirate Ship		
8144	Pirate Ship		
8145	Pirate Ship		
8146	Pirate Ship		
8147	Pirate Ship		
8148	Pirate Ship		
8149	Pirate Ship		
8150	Tornado		
8151	Tornado		
8152	Tornado		
8153	Tornado		
8154	Tornado		
8155	Tornado		
8156	Tornado		
8157	Tornado		
8158	Tornado		
8159	Tornado		
8160	Tornado		
8161	Tornado		
8162	Tornado		
8163	Pirate Flagship	Fear Duke	
8164	Rosemary		(Rosemary กำลังเดินเรือกลางมหาสมุทร)
8173	Repair ship		เรือพังแล้วงั้นหรือ? เรื่องนี้ไว้ใจข้าได้
8174	Pirate Flagship		
8175	Navy flagship		
8176	Ulysses		
8177	Yamato		
8178	Pirate Follow Ship		
8179	Navy Follow Ship		
8180	กระทง		
8181	กระทง		
8499	Wishing Crew		เจ้านายของข้ามีความปรารถนาว่าคู่ค้านี้จะสามารถช่วยให้บรรลุความต้องการนั้นได้หรือไม่?
8500	Micky		
8501	M Gu		
8502	Purple Baby Tribe		
8503	Ivah		
8504	Red Horn Pirates Group		
8505	Walrus general		
8506	Gobao		
8507	Skeleton Sseaman		
8508	Green scales pirates		
8509	Blue Ocean soul		
8510	Fiery Red Bear		
8511	Hell Dragon Majin		
8512	Gladiator Slave Girl		
8513	Heaven Island Bird		
8514	Voodoo Troll		
8515	Allure Enchantress		
8516	DrakeAir thief group		
8517	Dragon Air Thief		
8518	Golden Cat Navy Group		
8519	Bat Banshee		
8520	Nalu Sase		
8521	Penguin Koro		
8522	Skeleton Chiliarch		
8523	Cale		
8524	Nightmare Guardian		
8525	Bluebeard Barney		
8526	Coruno		
8527	Wilbur Wolf		
8528	Bear		
8529	Tuna		
8530	Caribbean		
8531	Divinity		
8532	Croseyes		
8533	Olivia		
8534	Elizabeth		
8535	Slave ship Bodyguard		
8536	Death Hourglass		
8537	Jade magician		
8538	Phosphor powder Banshee		
8539	Voodoo butcher		
8540	Remains Guardian		
8541	meow		
8542	Yan Yuzi		
8543	Khayredin		
8544	Odyssey		
8545	Flying Yellow Duck		
8546	Elizabeth (ver.x'mas)		
8600	Fur seal		
8601	Sediment Wolf		
8602	Blind Hound		
8603	Exotic Demon Wolf		
8604	Red Flame Demon Wolf		
8605	Two Horns Tiger		
8606	Purple Flame Lion		
8607	Jungle Tiger		
8608	Dark Roast Lion		
8609	Blue Tiger		
8610	Ned King Kong		
8611	Polar ape		
8612	Wild ape		
8613	Hell King Kong		
8614	Ward Kingkong		
8615	Zombie baboon		
8616	Greenwood Magic Flower		
8617	Fire magic		
8618	Toxic Vine		
8619	End date Flower		
8620	Charm Felvine		
8621	Mountain Deer		
8622	Sparkler Antelope		
8623	Flame Mountains deer		
8624	Polar deer		
8625	Prairie deer		
8626	Nightmare Claw beast		
8627	Rock turtle		
8628	Sand dragon		
8629	Purple turtle		
8630	Earth Flame Dragon		
8631	Swamp Tortoise		
8632	Iceberg Turtle		
8633	Desert Eagle		
8634	Blood red eagle		
8635	Forest Green Eagle		
8636	Razor Blackhawk		
8637	Steel blade Eagle		
8638	lenka		
8639	Raspberry Bibi		
8640	Flying Rat Sapphire		
8641	Remains Bibi		
8642	Crystal Bibi		
8643	Navy Two Tripods		
8644	Protect City  Mech		
8645	Navy Tiger Mech		
8646	Pirates blitz Mech		
8647	Air Thief Meteor Mech		
8648	Navy guns Mech		
8649	Fire Euglena		
8650	Crusty Bone Fish		
8651	Jade Euglena		
8652	Craig Firebird		
8653	Ominous Bird		
8654	Angel Sheep		
8655	Blue Sea Snake		
8656	Sharp snake poison ivy		
8657	Red Flame Creeper		
8658	Phantom Demon Snake		
8659	Temple Snake		
8660	Snail		
8661	Deep Sea Snail		
8662	Flash Snail		
8663	Fighting Fish soldier		
8664	Gentry Platypus		
8665	Scythe beetle		
8666	Sunry beetle		
8667	Blue Beetle		
8668	Thorn Hammer Bee		
8669	Red blood Bee		
8670	Sea Phantom		
8671	Nelson		
8672	Odyssey		
8673	Plato		
8674	Jason		
8675	Medea		
8676	Drake		
8677	Siren		
8678	Rosemary		
8679	Angelina		
8680	Bismarck		
8681	Isoroku Yamamoto		
8682	Columbus		
8683	Magellan		
8684	Angel of Death		
8685	Juoda		
8686	Rosie Antelope		
8687	Pumpkin Ghost		
8688	Skeleton Sseaman		
8689	Christmas Elf-Warm		
8690	Christmas Elf-Pretty		
8691	Romantic Lover		
8692	Pink Beauty 		
8693	賽蓮	海神之女	老爸也真是的，叫我來跟個人類相處幹什麼？
8694	賽蓮	海神之女	老爸也真是的，叫我來跟個人類相處幹什麼？
8695	賽蓮	海神之女	老爸也真是的，叫我來跟個人類相處幹什麼？
8696	Cute Bunny		
9000	Wishing Crystal		สวัสดี
9001	Karen	Guild Secretary	ต้องการเลขาสมาคมมารับใช้บริการท่านหรือไม่?
9002	Dainme	Guild Staining Trader	ย้อมสีใหม่มา? เครื่องแต่งกายใหม่สภาพอากาศแบบใหม่!
9003	Torre	Guild Creator	สามารถแลกเปลี่ยนเงินตราเป็นอาวุธรูปลักษณะภายนอกที่ไม่ซ้าแบบได้ จะลองเสี่ยงโชคของเจ้าดูไหม?
9004	Elric	Guild Crystalline Trader	ต้องการจะใช้อาวุธที่ยอดเยี่ยม การบำรุงคริสตัลของข้านั้นเป็นสิ่งที่จำเป็น!
9005	Armoured Car		
9006	Sewer Iron Man		
9007	Akejim		
9008	Protect City  Mech		
9009	Navy guns Mech		
9010	rubbish		
9011	Ball		
9012	High Temperature Fountain		
9013	Viper		
9014	Fly Airship		
9015	sweeper		
9016	Original Sin Al Timo		
9017	Original Sin Medea		
9018	Original Sin Armoured Car		
9019	Original Sin Dante		
9020	Original Sin Nora Jana Sword		
9021	Air Defense Mech		
9022	Pirate Lord		
9023	Pterosaur		
9024	Legend Steve	Sharpshooter Trainer	ขอต้อนรับสู่การเป็นส่วนหนึ่งของสมาพันธ์ผู้พิทักษ์การฝึกมือปืนใหญ่!
9025	Legend Daisy	Environmental Management Committee	สภาพแวดล้อมของสมาพันธ์คุ้มครองนั้นเห็นได้ว่าทุกคนล้วนมีความรับผิดชอบ
9026	Roger	Guild Liquor Trader	ข้าจะพัฒนาการกลั่นเหล้าให้มีคุณภาพสูงสุดเพื่อจะกลั่นเหล้าที่มีรสชาติอร่อยออกมา!
9027	Prairie deer		
9028	lenka		
9029	Ward Kingkong		
9030	Rock turtle		
9031	Fighting Fish soldier		
9032	Guild Message Board		(สมาชิกของกิลด์แต่ละคนล้วนได้ละทิ้งความทรงจำที่หวานขมไปหมดแล้ว)
9033	Football		
9034	Iron Man Goalkeeper		
9035	Strong Hero		ข้าต้องการโค้ชฟุตบอล ~ ~
9037	Medea(Event only)		
9038	Empire Armoured Car(Event only)		
9039	Dante(Event only)		
9040	Nora Jana Sword(Event only)		
9041	Al Timo(Event only)		
9042	Romania Captain		
9043	Chris	Evil Christmas Fairy	
9044	Mars	Evil Christmas Fairy	
9045	jaqen	Guild Summoner	เต็มไปด้วยความปรารถนา ความทะเยอทะยาน และความแค้นเป็นบาปกำเนิด ความชั่วร้ายเป็นส่วนบำรุงที่ดีในการเพิ่มระดับกิลด์!
9046	Original SinBeirut		
9047	Original Sin Cruise		
9050	Keesey Captain Diary		
9051	Pirate Position		
9052	Pirate Position		
9053	Old Tombstone		
9054	Voodoo altar		
9055	Icu Tomb		
9056	Nameless Woman Tomb		
9057	Death altar		
9058	Skeleton Position		
9059	Skeleton Army Position		
9060	King Alexander Mausoleum		
9061	King Frederick Mausoleum		
9062	King Constantine Mausoleum		
9063	Seabed Crusader Position		
9064	Magma Pool		
9065	East Telescope		
9066	West Telescope		
9067	South Telescope		
9068	Apocalypse Volume1		
9069	Apocalypse Volume2		
9070	Apocalypse Volume3		
9071	Navy Position		
9072	Pirate Position		
9073	Soul Companion Guide(Male)		
9074	Soul Companion Guide(Female)		
9075	Plato Diary Volume1		
9076	Plato Diary Volume3		
9077	Poseidon Treasure Map		
9078	Harem Potion Pot		
